imdb,quote,title
92991,The pop-up humor and smirkiness suggest Raimis aspiring to the fashionable company of the brothers Coen though on the basis of this strained effort Id say hes overshot the mark.,Evil Dead 2
92991,Delirious demented and diabolically funny.,Evil Dead 2
92991,Genuine if bizarre proof of Sam Raimis talent and developing skill.,Evil Dead 2
92991,If you know its all special effects and if youve seen a lot of other movies and have a sense of humor you might have a great time at Evil Dead 2.,Evil Dead 2
92991,The acting is straight out of 50s B movies. The exposition is clumsy the sound track corny the denouement silly. Then again who said bad taste was easy?,Evil Dead 2
77416,Is it as good as its advance word and nine Academy Award nominations suggest? Yes.,The Deer Hunter
77416,This excruciatingly violent three-hour Viet Nam saga demolishes the moral and ideological cliches of an era: it shoves the audience into hell and leaves it stranded without a map.,The Deer Hunter
77416,The film is ambitious and it succeeds on a number of levels and it proves that Cimino is an important director who deserves to be watched carefully.,The Deer Hunter
77416,A disgusting account of what the evil Vietnamese did to poor innocent Americans stands at the center of this Oscar-laden weepie about macho buddies from a small industrial town.,The Deer Hunter
77416,This is probably one of the few great films of the decade.,The Deer Hunter
77416,It is a heartbreakingly effective fictional machine that evokes the agony of the Vietnam time.,The Deer Hunter
77416,Its feelings for time place and blue-collar people are genuine and its vision is that of an original major new film maker.,The Deer Hunter
82269,The movies a maelstrom of possibilities touching ethnic relations high art fashion and modern morality not to mention cinema.,Diva
82269,As with so many pop moments a quarter-century on what once looked sexy now smells a little sexist.,Diva
82269,Diva as a lifestyle a fantasy a model for alienation and solipsism and eccentricity has gone deep into all of us.,Diva
82269,An elaborate subtitled exercise in blowing hot air.,Diva
82269,A light-headed fleet-footed French caper Jean-Jacques Beineixs ultra-stylish Diva stormed the art houses when it was released in 1982 and its still a lot of fun now -- though its hip patina feels more quaint these days than cool.,Diva
82269,I still loved every minute of it.,Diva
82269,Made with wit and humor this French stunner abounds in the go-for-broke spirit of a first film made by a talented nervy director.,Diva
82269,This is style as a force of nature.,Diva
82269,Its a supremely gorgeous and supremely shallow motion picture but it believes in art with a capital A. And practically nobody does anymore.,Diva
82269,Any film with this much stylistic assurance is impossible to fully resist.,Diva
82269,The novel touches bizarre chases and plot twists breathtaking camerawork by Philippe Rousselot and tension-filled editing make Diva a superior piece of entertainment.,Diva
82269,Half a century later a glut of uber-groovy meta-thrillers has blunted the novelty of Diva but its gamboling flair is still a kick.,Diva
82269,The most exciting debut in years it is unified by the extraordinary decor - colour supplement chic meets pop art surrealism - which creates a world of totally fantastic reality situated four-square in contemporary Paris.,Diva
82269,Here is a director taking audacious chances doing wild and unpredictable things with his camera and actors just to celebrate moviemaking.,Diva
82269,...frightfully chic-looking...,Diva
107048,Groundhog Day may not be the funniest collaboration between Bill Murray and director Harold Ramis... Yet this gentle small-scale effort is easily the most endearing film of both mens careers a sweet and amusing surprise package.,Groundhog Day
107048,Murray hasnt made a comedy this winningly dumb and smart and -- yes -- sweet in a long time. If indeed he ever has.,Groundhog Day
107048,A movie that continually replays a single day could quickly become tedious but strangely enough Groundhog Day never does.,Groundhog Day
107048,Murrays wiseacre persona is perfect for what could be saccharine material in other hands.,Groundhog Day
107048,Even if you applaud Bill Murrays evolution from inspired comedian to minimalist seriocomic actor its a relief to revisit his most varied and charming role as Phil Connors.,Groundhog Day
107048,Bill Murray is the one veteran of the Saturday Night Live/SCTV axis who still knows how to enter into a giddy conspiracy with his audience.,Groundhog Day
107048,Considering that none of the characters is fresh or interesting its a commendable achievement that the quality of the storytelling alone keeps the movie watchable and likable.,Groundhog Day
107048,[Murray] carries Groundhog Day with his uniquely frittery nonchalance and makes the movie a comic time warp anyone should be happy to get stuck in.,Groundhog Day
107048,Ramis direction is often too cool and restrained. He wisely avoids playing into the tales underlying sentimentality.,Groundhog Day
107048,Since arriving as a mild success in 1993 Groundhog Day has gradually achieved the status of beloved. The American Film Institute rates it No.34 on its list of all-time funniest movies and its a story that bears frequent repeat viewings.,Groundhog Day
107048,Ramis directs this surreal suburban fantasy with an admirably light touch revelling in its absurd repetitions surprising us with narrative ellipses and allowing Murray ample space to indulge his special mix of sarcasm and smarm.,Groundhog Day
107048,Mr. Murray is back in top form with a clever varied role that draws upon the full range of his talents.,Groundhog Day
